PMID	Sentence_ID	Sentence	Gene1|Gene1_ID	Gene1_Index(start|end)	Gene2|Gene2_ID	Gene2_Index(start|end)	RE_Type
24019527	S2	The NEDD8 protein and neddylation levels in cells are modulated by NUB1L or NUB1 through proteasomal degradation, but the underlying molecular mechanism is not well understood.	NUB1|51667	76|80	NEDD8|4738	4|9	Neutral_Regulation
24019527	S3	Here, we report that NUB1L down-regulated the protein levels of NEDD8 and neddylation through specifically recognizing NEDD8 and P97/VCP.	NUB1L|51667	21|26	NEDD8|4738	64|69	Negative_Regulation
24019527	S3	Here, we report that NUB1L down-regulated the protein levels of NEDD8 and neddylation through specifically recognizing NEDD8 and P97/VCP.	NEDD8|4738	119|124	NUB1L|51667	21|26	Binding
24019527	S3	Here, we report that NUB1L down-regulated the protein levels of NEDD8 and neddylation through specifically recognizing NEDD8 and P97/VCP.	P97/VCP|7415	129|136	NUB1L|51667	21|26	Binding
24019527	S4	NUB1L directly interacted with NEDD8, but not with ubiquitin, on the key residue Asn-51 of NEDD8 and with P97/VCP on its positively charged VCP binding motif.	NUB1L|51667	0|5	NEDD8|4738	31|36	Association
24019527	S5	In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation.	P97|7415	25|28	UFD1|7353	29|33	Complex
24019527	S5	In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation.	P97|7415	25|28	NPL4|55666	34|38	Complex
24019527	S5	In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation.	UFD1|7353	29|33	NPL4|55666	34|38	Complex
24019527	S5	In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation.	NUB1L|51667	65|70	NEDD8|4738	92|97	Translocation
24019527	S5	In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation.	P97|7415	48|51	UFD1|7353	52|56	Complex
24019527	S5	In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation.	P97|7415	48|51	NPL4|55666	57|61	Complex
24019527	S5	In coordination with the P97-UFD1-NPL4 complex (P97(UFD1/NPL4)), NUB1L promotes transfer of NEDD8 to proteasome for degradation.	UFD1|7353	52|56	NPL4|55666	57|61	Complex
24019527	S6	This mechanism is also exemplified by the canonical neddylation of cullin 1 for SCF (SKP1-cullin1-F-box) ubiquitin E3 ligases that is exquisitely regulated by the turnover of NEDD8.	cullin 1|8454	67|75	NEDD8|4738	175|180	Modification
24035498	S1	Parallel SCF adaptor capture proteomics reveals a role for SCFFBXL17 in NRF2 activation via BACH1 repressor turnover.	BACH1|571	92|97	NRF2|4780	72|76	Positive_Regulation
24035498	S4	Here, we report the development of parallel adaptor capture (PAC) proteomics and its use to systematically identify candidate targets for the leucine-rich repeat family of F-box proteins (FBXLs) that function with SKP1-CUL1-F-box protein (SCF) E3s.	SKP1|6500	215|219	CUL1|8454	220|224	NoRE
24035498	S6	We demonstrate that FBXL17 controls the transcription of the NRF2 target HMOX1 via turnover of the transcriptional repressor BACH1 in the absence or presence of extrinsic oxidative stress.	FBXL17|64839	20|26	HMOX1|3162	73|78	Neutral_Regulation
24035498	S6	We demonstrate that FBXL17 controls the transcription of the NRF2 target HMOX1 via turnover of the transcriptional repressor BACH1 in the absence or presence of extrinsic oxidative stress.	BACH1|571	125|130	FBXL17|64839	20|26	Interaction_Agent
24035498	S6	We demonstrate that FBXL17 controls the transcription of the NRF2 target HMOX1 via turnover of the transcriptional repressor BACH1 in the absence or presence of extrinsic oxidative stress.	HMOX1|3162	73|78	NRF2|4780	61|65	Interaction_Agent
24035498	S7	This work identifies a role for SCF(FBXL17) in controlling the threshold for NRF2-dependent gene activation and provides a framework for elucidating the functions of CRL adaptor proteins.	FBXL17|64839	37|43	NRF2|4780	78|82	NoRE
24050775	S1	Reconstitution of R-spondin:LGR4:ZNRF3 adult stem cell growth factor signaling complexes with recombinant proteins produced in Escherichia coli.	LGR4|55366	28|32	ZNRF3|84133	33|38	NoRE
24050775	S2	R-Spondins are secreted glycoproteins (RSPO1-RSPO4) that have proliferative effects on adult stem cells by potentiating Wnt signaling.	RSPO1|284654	40|45	RSPO4|343637	46|51	NoRE
24050775	S3	RSPO actions are mediated by the leucine-rich repeat (LRR)-containing seven-transmembrane receptors LGR4-LGR6 and the transmembrane E3 ubiquitin ligases ZNRF3 and RNF43.	LGR4|55366	101|105	LGR6|59352	106|110	NoRE
24050775	S3	RSPO actions are mediated by the leucine-rich repeat (LRR)-containing seven-transmembrane receptors LGR4-LGR6 and the transmembrane E3 ubiquitin ligases ZNRF3 and RNF43.	LGR4|55366	101|105	ZNRF3|84133	154|159	NoRE
24050775	S3	RSPO actions are mediated by the leucine-rich repeat (LRR)-containing seven-transmembrane receptors LGR4-LGR6 and the transmembrane E3 ubiquitin ligases ZNRF3 and RNF43.	LGR4|55366	101|105	RNF43|54894	164|169	NoRE
24050775	S3	RSPO actions are mediated by the leucine-rich repeat (LRR)-containing seven-transmembrane receptors LGR4-LGR6 and the transmembrane E3 ubiquitin ligases ZNRF3 and RNF43.	LGR6|59352	106|110	ZNRF3|84133	154|159	NoRE
24050775	S3	RSPO actions are mediated by the leucine-rich repeat (LRR)-containing seven-transmembrane receptors LGR4-LGR6 and the transmembrane E3 ubiquitin ligases ZNRF3 and RNF43.	LGR6|59352	106|110	RNF43|54894	164|169	NoRE
24050775	S3	RSPO actions are mediated by the leucine-rich repeat (LRR)-containing seven-transmembrane receptors LGR4-LGR6 and the transmembrane E3 ubiquitin ligases ZNRF3 and RNF43.	ZNRF3|84133	154|159	RNF43|54894	164|169	NoRE
24050775	S4	Here, we present a methodology for the bacterial expression and purification of the signaling competent, cysteine-rich Fu1-Fu2 domains of the four human RSPOs, a fragment of the human LGR4 extracellular domain (ECD) containing LRR1-14, and the human ZNRF3 ECD.	LGR4|55366	185|189	ZNRF3|84133	251|256	NoRE
24050775	S5	In a cell-based signaling assay, the nonglycosylated RSPOs enhanced low-dose Wnt3a signaling with potencies comparable to those of mammalian cell-produced RSPOs and RSPO2 and -3 were more potent than RSPO1 and -4.	Wnt3a|89780	78|83	RSPO2|340419	166|171	NoRE
24050775	S5	In a cell-based signaling assay, the nonglycosylated RSPOs enhanced low-dose Wnt3a signaling with potencies comparable to those of mammalian cell-produced RSPOs and RSPO2 and -3 were more potent than RSPO1 and -4.	Wnt3a|89780	78|83	RSPO1|284654	201|206	NoRE
24050775	S5	In a cell-based signaling assay, the nonglycosylated RSPOs enhanced low-dose Wnt3a signaling with potencies comparable to those of mammalian cell-produced RSPOs and RSPO2 and -3 were more potent than RSPO1 and -4.	RSPO2|340419	166|171	RSPO1|284654	201|206	NoRE
24050775	S6	LGR4 LRR1-14 and ZNRF3 ECD inhibited RSPO2-enhanced Wnt3a signaling.	Wnt3a|89780	52|57	LGR4|55366	0|4	Negative_Regulation
24050775	S6	LGR4 LRR1-14 and ZNRF3 ECD inhibited RSPO2-enhanced Wnt3a signaling.	Wnt3a|89780	52|57	ZNRF3|84133	17|22	Negative_Regulation
24050775	S6	LGR4 LRR1-14 and ZNRF3 ECD inhibited RSPO2-enhanced Wnt3a signaling.	Wnt3a|89780	52|57	RSPO2|340419	37|42	Positive_Regulation
24050775	S7	The RSPOs bound LGR4 LRR1-14 with nanomolar affinities that decreased in the following order in a time-resolved fluorescence resonance energy transfer (TR-FRET) assay: RSPO4 > RSPO2 > RSPO3 > RSPO1.	LGR4|55366	16|20	RSPO4|343637	168|173	Binding
24050775	S7	The RSPOs bound LGR4 LRR1-14 with nanomolar affinities that decreased in the following order in a time-resolved fluorescence resonance energy transfer (TR-FRET) assay: RSPO4 > RSPO2 > RSPO3 > RSPO1.	LGR4|55366	16|20	RSPO2|340419	176|181	Binding
24050775	S7	The RSPOs bound LGR4 LRR1-14 with nanomolar affinities that decreased in the following order in a time-resolved fluorescence resonance energy transfer (TR-FRET) assay: RSPO4 > RSPO2 > RSPO3 > RSPO1.	LGR4|55366	16|20	RSPO3|84870	184|189	Binding
24050775	S7	The RSPOs bound LGR4 LRR1-14 with nanomolar affinities that decreased in the following order in a time-resolved fluorescence resonance energy transfer (TR-FRET) assay: RSPO4 > RSPO2 > RSPO3 > RSPO1.	LGR4|55366	16|20	RSPO1|284654	192|197	Binding
24050775	S8	RSPO-receptor interactions were further characterized with a native gel electrophoretic mobility shift assay, which corroborated the RSPO-LGR4 TR-FRET results and indicated that RSPOs weakly bound ZNRF3 with affinities that decreased in the following order: RSPO2 > RSPO3 > RSPO1.	ZNRF3|84133	197|202	RSPO2|340419	258|263	Binding
24050775	S8	RSPO-receptor interactions were further characterized with a native gel electrophoretic mobility shift assay, which corroborated the RSPO-LGR4 TR-FRET results and indicated that RSPOs weakly bound ZNRF3 with affinities that decreased in the following order: RSPO2 > RSPO3 > RSPO1.	ZNRF3|84133	197|202	RSPO3|84870	266|271	Binding
24050775	S8	RSPO-receptor interactions were further characterized with a native gel electrophoretic mobility shift assay, which corroborated the RSPO-LGR4 TR-FRET results and indicated that RSPOs weakly bound ZNRF3 with affinities that decreased in the following order: RSPO2 > RSPO3 > RSPO1.	ZNRF3|84133	197|202	RSPO1|284654	274|279	Binding
24050775	S9	RSPO4:ZNRF3 complexes were not detected.	RSPO4|343637	0|5	ZNRF3|84133	6|11	Negation_Complex
24050775	S10	Lastly, ternary RSPO:LGR4:ZNRF3 complexes were detected for RSPO2 and -3.	LGR4|55366	21|25	ZNRF3|84133	26|31	Complex
24050775	S10	Lastly, ternary RSPO:LGR4:ZNRF3 complexes were detected for RSPO2 and -3.	LGR4|55366	21|25	RSPO2|340419	60|65	Complex
24050775	S10	Lastly, ternary RSPO:LGR4:ZNRF3 complexes were detected for RSPO2 and -3.	ZNRF3|84133	26|31	RSPO2|340419	60|65	Complex
24050775	S11	Our results indicate that RSPO and LGR4 N-glycans are dispensable for function, demonstrate RSPO-mediated ternary complex formation, and suggest that the stronger signaling potencies of RSPO2 and -3 result from their strong binding of both receptors.	LGR4|55366	36|40	RSPO2|340419	187|192	NoRE
24056301	S1	The deubiquitylase USP33 discriminates between RALB functions in autophagy and innate immune response.	USP33|23032	19|24	RALB|5899	47|51	NoRE
24056301	S2	The RAS-like GTPase RALB mediates cellular responses to nutrient availability or viral infection by respectively engaging two components of the exocyst complex, EXO84 and SEC5.	EXO84|149371	161|166	SEC5|55770	171|175	Complex
24056301	S2	The RAS-like GTPase RALB mediates cellular responses to nutrient availability or viral infection by respectively engaging two components of the exocyst complex, EXO84 and SEC5.	RALB|5899	20|24	EXO84|149371	161|166	Association
24056301	S2	The RAS-like GTPase RALB mediates cellular responses to nutrient availability or viral infection by respectively engaging two components of the exocyst complex, EXO84 and SEC5.	RALB|5899	20|24	SEC5|55770	171|175	Association
24056301	S3	RALB employs SEC5 to trigger innate immunity signalling, whereas RALB-EXO84 interaction induces autophagocytosis.	RALB|5899	65|69	EXO84|149371	70|75	Association
24056301	S3	RALB employs SEC5 to trigger innate immunity signalling, whereas RALB-EXO84 interaction induces autophagocytosis.	SEC5|55770	13|17	RALB|5899	0|4	Association
24056301	S5	We found that whereas GTP binding turns on RALB activity, ubiquitylation of RALB at Lys 47 tunes its activity towards a particular effector.	RALB|5899	44|48	RALB|5899	77|81	NoRE
24056301	S6	Specifically, ubiquitylation at Lys 47 sterically inhibits RALB binding to EXO84, while facilitating its interaction with SEC5.	RALB|5899	59|63	EXO84|149371	75|80	Binding
24056301	S6	Specifically, ubiquitylation at Lys 47 sterically inhibits RALB binding to EXO84, while facilitating its interaction with SEC5.	SEC5|55770	122|126	RALB|5899	59|63	Association
24056301	S7	Double-stranded RNA promotes RALB ubiquitylation and SEC5-TBK1 complex formation.	SEC5|55770	53|57	TBK1|29110	58|62	Complex
24056301	S8	In contrast, nutrient starvation induces RALB deubiquitylation by accumulation and relocalization of the deubiquitylase USP33 to RALB-positive vesicles.	RALB|5899	42|46	USP33|23032	121|126	NoRE
24056301	S8	In contrast, nutrient starvation induces RALB deubiquitylation by accumulation and relocalization of the deubiquitylase USP33 to RALB-positive vesicles.	RALB|5899	42|46	RALB|5899	130|134	NoRE
24056301	S8	In contrast, nutrient starvation induces RALB deubiquitylation by accumulation and relocalization of the deubiquitylase USP33 to RALB-positive vesicles.	USP33|23032	121|126	RALB|5899	130|134	NoRE
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	50|54	EXO84|149371	55|60	Complex
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	50|54	beclin-1|8678	61|69	Complex
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	EXO84|149371	55|60	beclin-1|8678	61|69	Complex
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	16|20	RALB|5899	50|54	Transformation
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	16|20	EXO84|149371	55|60	Transformation
24056301	S9	Deubiquitylated RALB promotes the assembly of the RALB-EXO84-beclin-1 complexes driving autophagosome formation.	RALB|5899	16|20	beclin-1|8678	61|69	Transformation
24058170	S3	Interaction maps of Snf7 were established by measuring the degree of binding of individual binding partners to putative binding motifs along the Snf7 sequence by glutathione S-transferase (GST) pulldown.	Snf7|850712	21|25	Snf7|850712	146|150	NoRE
24058170	S6	The ESCRT-III subunits Vps20 and Vps24 showed a complementary binding pattern, suggesting a model for the series of events in the ESCRT-III functional cycle.	Vps20|855101	23|28	Vps24|853825	33|38	Binding
24058170	S6	The ESCRT-III subunits Vps20 and Vps24 showed a complementary binding pattern, suggesting a model for the series of events in the ESCRT-III functional cycle.	Vps20|855101	23|28	Vps24|853825	33|38	Complex
24058170	S7	Vps4 bound to individual Snf7 motifs but not to full-length Snf7.	Vps4|856303	0|4	Snf7|850712	25|29	Binding
24058170	S7	Vps4 bound to individual Snf7 motifs but not to full-length Snf7.	Vps4|856303	0|4	Snf7|850712	60|64	Negation_Binding
24058170	S8	This suggests that Vps4 does not bind to the closed conformation of Snf7.	Vps4|856303	19|23	Snf7|850712	68|72	Negation_Binding
24058170	S9	We also demonstrate for the first time that the ALIX/Bro1 homologue Rim20 binds to the a6 helix of Snf7.	Snf7|850712	99|103	Rim20|854449	68|73	Binding
24058170	S10	Analysis of a Snf7 a6 deletion mutant showed that the a6 helix is crucial for binding of Bro1 and Rim20 in vivo and is indispensable for the multivesicular body (MVB)-sorting and Rim-signaling functions of Snf7.	Bro1|856021	89|93	Rim20|854449	98|103	Binding
24062075	S1	Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue.	hus1|3364	44|48	per2|8864	123|127	Association
24062075	S1	Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue.	gadd45a|1647	50|57	per2|8864	123|127	Association
24062075	S1	Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue.	rb1|5925	59|62	per2|8864	123|127	Association
24062075	S1	Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue.	cdkn2a|1029	64|70	per2|8864	123|127	Association
24062075	S1	Expression of cell cycle regulatory factors hus1, gadd45a, rb1, cdkn2a and mre11a correlates with expression of clock gene per2 in human colorectal carcinoma tissue.	mre11a|4361	75|81	per2|8864	123|127	Association
24062075	S6	We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression.	cdc20|991	138|143	per2|8864	157|161	Association
24062075	S6	We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression.	birc5|332	145|150	per2|8864	157|161	Association
24062075	S6	We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression.	hus1|3364	49|53	per2|8864	157|161	Association
24062075	S6	We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression.	gadd45a|1647	55|62	per2|8864	157|161	Association
24062075	S6	We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression.	rb1|5925	64|67	per2|8864	157|161	Association
24062075	S6	We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression.	cdkn2a|1029	69|75	per2|8864	157|161	Association
24062075	S6	We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression.	mre11a|4361	86|92	per2|8864	157|161	Association
24062075	S6	We identified seven genes positively correlated (hus1, gadd45a, rb1, cdkn2a, cdk5rp1, mre11a, sumo1) and two genes negatively correlated (cdc20, birc5) with per2 expression.	sumo1|7341	94|99	per2|8864	157|161	Association
24062075	S12	Expression of cdc20 and birc5 was increasing in the proximal tissue and decreasing in the cancer tissue.	cdc20|991	15|20	birc5|332	25|30	NoRE
24085845	S1	Stabilization of mutant BRCA1 protein confers PARP inhibitor and platinum resistance.	BRCA1|672	24|29	PARP|142	46|50	NoRE
24085845	S2	Breast Cancer Type 1 Susceptibility Protein (BRCA1)-deficient cells have compromised DNA repair and are sensitive to poly(ADP-ribose) polymerase (PARP) inhibitors.	Breast Cancer Type 1 Susceptibility Protein|672	0|43	BRCA1|672	45|50	NoRE
24085845	S2	Breast Cancer Type 1 Susceptibility Protein (BRCA1)-deficient cells have compromised DNA repair and are sensitive to poly(ADP-ribose) polymerase (PARP) inhibitors.	Breast Cancer Type 1 Susceptibility Protein|672	0|43	poly(ADP-ribose) polymerase|142	117|144	NoRE
24085845	S2	Breast Cancer Type 1 Susceptibility Protein (BRCA1)-deficient cells have compromised DNA repair and are sensitive to poly(ADP-ribose) polymerase (PARP) inhibitors.	Breast Cancer Type 1 Susceptibility Protein|672	0|43	PARP|142	146|150	NoRE
24085845	S2	Breast Cancer Type 1 Susceptibility Protein (BRCA1)-deficient cells have compromised DNA repair and are sensitive to poly(ADP-ribose) polymerase (PARP) inhibitors.	BRCA1|672	46|51	poly(ADP-ribose) polymerase|142	118|145	NoRE
24085845	S2	Breast Cancer Type 1 Susceptibility Protein (BRCA1)-deficient cells have compromised DNA repair and are sensitive to poly(ADP-ribose) polymerase (PARP) inhibitors.	BRCA1|672	46|51	PARP|142	147|151	NoRE
24085845	S2	Breast Cancer Type 1 Susceptibility Protein (BRCA1)-deficient cells have compromised DNA repair and are sensitive to poly(ADP-ribose) polymerase (PARP) inhibitors.	poly(ADP-ribose) polymerase|142	118|145	PARP|142	147|151	NoRE
